2.8E-7	0.208922
2.81E-7	0.123043
2.82E-7	0.157318
2.83E-7	0.17356
2.84E-7	0.123991
2.85E-7	0.172947
2.86E-7	0.189593
2.87E-7	0.187131
2.88E-7	0.187481
2.89E-7	0.179194
2.9E-7	0.177768
2.91E-7	0.152594
2.92E-7	0.146782
2.93E-7	0.120276
2.94E-7	0.192545
2.95E-7	0.218904
2.96E-7	0.166421
2.97E-7	0.212449
2.98E-7	0.285547
2.99E-7	0.24027
3E-7	0.139453
3.01E-7	0.124563
3.02E-7	0.122805
3.03E-7	0.096582
3.04E-7	0.175428
3.05E-7	0.204042
3.06E-7	0.292191
3.07E-7	0.459959
3.08E-7	0.837574
3.09E-7	1.35218
3.1E-7	2.076773
3.11E-7	3.080571
3.12E-7	3.746785
3.13E-7	4.335721
3.14E-7	5.16025
3.15E-7	5.891058
3.16E-7	6.290589
3.17E-7	6.688999
3.18E-7	7.117178
3.19E-7	7.252584
3.2E-7	7.423881
3.21E-7	7.615366
3.22E-7	7.815962
3.23E-7	7.967961
3.24E-7	8.067331
3.25E-7	8.10927
3.26E-7	8.033577
3.27E-7	7.840071
3.28E-7	7.461085
3.29E-7	6.97421
3.3E-7	6.486021
3.31E-7	6.014213
3.32E-7	5.651144
3.33E-7	5.417073
3.34E-7	5.326316
3.35E-7	5.372579
3.36E-7	5.585321
3.37E-7	5.946236
3.38E-7	6.396777
3.39E-7	6.91095
3.4E-7	7.38863
3.41E-7	7.747231
3.42E-7	7.905657
3.43E-7	7.793766
3.44E-7	7.361031
3.45E-7	6.796418
3.46E-7	5.956784
3.47E-7	5.347518
3.48E-7	5.104338
3.49E-7	5.294531
3.5E-7	6.05969
3.51E-7	7.737076
3.52E-7	10.457406
3.53E-7	14.211345
3.54E-7	19.208847
3.55E-7	25.03421
3.56E-7	31.593436
3.57E-7	37.885708
3.58E-7	43.869765
3.59E-7	49.682039
3.6E-7	54.699928
3.61E-7	59.397724
3.62E-7	63.209715
3.63E-7	66.52229
3.64E-7	69.868632
3.65E-7	72.44666
3.66E-7	74.224289
3.67E-7	75.527187
3.68E-7	77.132965
3.69E-7	78.613555
3.7E-7	79.898223
3.71E-7	80.891417
3.72E-7	81.641725
3.73E-7	82.234738
3.74E-7	82.736763
3.75E-7	83.143933
3.76E-7	83.370123
3.77E-7	83.524686
3.78E-7	83.723267
3.79E-7	83.952222
3.8E-7	84.145882
3.81E-7	84.395317
3.82E-7	84.622798
3.83E-7	84.913298
3.84E-7	85.006937
3.85E-7	85.540575
3.86E-7	86.364985
3.87E-7	86.659212
3.88E-7	87.04079
3.89E-7	87.48212
3.9E-7	87.547964
3.91E-7	87.783485
3.92E-7	88.375173
3.93E-7	88.715054
3.94E-7	88.885613
3.95E-7	88.95745
3.96E-7	88.924098
3.97E-7	88.825168
3.98E-7	88.636366
3.99E-7	88.382994
4E-7	88.154123
4.01E-7	87.90981
4.02E-7	87.693783
4.03E-7	87.369745
4.04E-7	87.025855
4.05E-7	86.815512
4.06E-7	86.626958
4.07E-7	86.482149
4.08E-7	86.342565
4.09E-7	86.286493
4.1E-7	86.29882
4.11E-7	86.341279
4.12E-7	86.445047
4.13E-7	86.626024
4.14E-7	86.74704
4.15E-7	87.087022
4.16E-7	87.074842
4.17E-7	86.947984
4.18E-7	87.269583
4.19E-7	87.703601
4.2E-7	87.614695
4.21E-7	87.541114
4.22E-7	87.44561
4.23E-7	87.30682
4.24E-7	87.169719
4.25E-7	86.989095
4.26E-7	86.63809
4.27E-7	85.953093
4.28E-7	85.669939
4.29E-7	85.228432
4.3E-7	84.717961
4.31E-7	84.35296
4.32E-7	83.560804
4.33E-7	82.786705
4.34E-7	82.0681
4.35E-7	81.419773
4.36E-7	80.73045
4.37E-7	80.053209
4.38E-7	79.468899
4.39E-7	79.030274
4.4E-7	78.542911
4.41E-7	78.10208
4.42E-7	77.806629
4.43E-7	77.537223
4.44E-7	77.334119
4.45E-7	77.192555
4.46E-7	77.148326
4.47E-7	77.203856
4.48E-7	77.305427
4.49E-7	77.237625
4.5E-7	77.582475
4.51E-7	77.968108
4.52E-7	77.945359
4.53E-7	78.057743
4.54E-7	78.3467
4.55E-7	78.163135
4.56E-7	77.961744
4.57E-7	77.700343
4.58E-7	77.364713
4.59E-7	76.922834
4.6E-7	76.345949
4.61E-7	75.633725
4.62E-7	74.616083
4.63E-7	73.820242
4.64E-7	72.817676
4.65E-7	71.590758
4.66E-7	70.1551
4.67E-7	68.432015
4.68E-7	66.90798
4.69E-7	65.450705
4.7E-7	63.51161
4.71E-7	61.620919
4.72E-7	59.624191
4.73E-7	57.516561
4.74E-7	55.415363
4.75E-7	53.311841
4.76E-7	51.218417
4.77E-7	49.25777
4.78E-7	47.394552
