2.8E-7	0.018425
2.81E-7	0.058759
2.82E-7	0.055848
2.83E-7	0.046896
2.84E-7	0.059989
2.85E-7	0.050634
2.86E-7	0.050082
2.87E-7	0.049186
2.88E-7	0.046176
2.89E-7	0.044618
2.9E-7	0.042419
2.91E-7	0.04197
2.92E-7	0.036927
2.93E-7	0.049715
2.94E-7	0.043588
2.95E-7	0.0418
2.96E-7	0.061834
2.97E-7	0.056724
2.98E-7	0.033689
2.99E-7	0.028406
3E-7	0.037885
3.01E-7	0.03456
3.02E-7	0.031337
3.03E-7	0.039873
3.04E-7	0.032546
3.05E-7	0.031775
3.06E-7	0.032424
3.07E-7	0.035467
3.08E-7	0.037389
3.09E-7	0.047236
3.1E-7	0.051017
3.11E-7	0.04784
3.12E-7	0.108582
3.13E-7	0.192698
3.14E-7	0.252172
3.15E-7	0.312102
3.16E-7	0.422975
3.17E-7	0.539891
3.18E-7	0.639177
3.19E-7	0.802191
3.2E-7	0.968483
3.21E-7	1.132104
3.22E-7	1.29641
3.23E-7	1.425651
3.24E-7	1.51912
3.25E-7	1.605503
3.26E-7	1.639271
3.27E-7	1.603488
3.28E-7	1.528757
3.29E-7	1.414658
3.3E-7	1.275226
3.31E-7	1.14985
3.32E-7	1.048261
3.33E-7	0.991823
3.34E-7	0.980741
3.35E-7	1.006211
3.36E-7	1.075825
3.37E-7	1.212018
3.38E-7	1.394712
3.39E-7	1.580183
3.4E-7	1.769782
3.41E-7	1.912593
3.42E-7	1.963159
3.43E-7	1.90656
3.44E-7	1.735721
3.45E-7	1.471197
3.46E-7	1.266895
3.47E-7	1.113873
3.48E-7	1.065589
3.49E-7	1.21
3.5E-7	1.661051
3.51E-7	2.558546
3.52E-7	4.443673
3.53E-7	7.458513
3.54E-7	11.676214
3.55E-7	17.372148
3.56E-7	23.953984
3.57E-7	31.306186
3.58E-7	38.423048
3.59E-7	44.735316
3.6E-7	50.585176
3.61E-7	55.385852
3.62E-7	59.387788
3.63E-7	62.797525
3.64E-7	65.80551
3.65E-7	68.593677
3.66E-7	71.092645
3.67E-7	73.895971
3.68E-7	77.045055
3.69E-7	80.11026
3.7E-7	82.630318
3.71E-7	84.220954
3.72E-7	85.061835
3.73E-7	85.334816
3.74E-7	85.265554
3.75E-7	85.104885
3.76E-7	84.860963
3.77E-7	84.557691
3.78E-7	84.149213
3.79E-7	83.575742
3.8E-7	82.800426
3.81E-7	81.845689
3.82E-7	80.716162
3.83E-7	79.536174
3.84E-7	78.558087
3.85E-7	77.958154
3.86E-7	77.859434
3.87E-7	78.295528
3.88E-7	79.219796
3.89E-7	80.653515
3.9E-7	82.345625
3.91E-7	83.973335
3.92E-7	85.490748
3.93E-7	86.637433
3.94E-7	87.213847
3.95E-7	87.25496
3.96E-7	86.810333
3.97E-7	85.930384
3.98E-7	84.916581
3.99E-7	83.930649
4E-7	83.025541
4.01E-7	82.361863
4.02E-7	81.936324
4.03E-7	81.739547
4.04E-7	81.6603
4.05E-7	81.602457
4.06E-7	81.538941
4.07E-7	81.433521
4.08E-7	81.31231
4.09E-7	81.172558
4.1E-7	81.088282
4.11E-7	81.144398
4.12E-7	81.368391
4.13E-7	81.835982
4.14E-7	82.488064
4.15E-7	83.28398
4.16E-7	84.333723
4.17E-7	85.538776
4.18E-7	86.640854
4.19E-7	87.494279
4.2E-7	88.133057
4.21E-7	88.455362
4.22E-7	88.353441
4.23E-7	87.859182
4.24E-7	87.040756
4.25E-7	85.943952
4.26E-7	84.655816
4.27E-7	83.182519
4.28E-7	81.730287
4.29E-7	80.521812
4.3E-7	79.434853
4.31E-7	78.521568
4.32E-7	77.836533
4.33E-7	77.414316
4.34E-7	77.200427
4.35E-7	77.078415
4.36E-7	77.037749
4.37E-7	77.012157
4.38E-7	76.962379
4.39E-7	76.863128
4.4E-7	76.683319
